tuman,tuman_id,zona,yil,suv_mln_m3,maydon_ming_ga,mehnat_ming_kishi,kapital_2018_mlrd,ogit_kg_ga,paxta_ulush,gala_ulush,sabzavot_ulush,bog_uzum_ulush,shorlanish_indeks,shorlanish_bazaviy,hisoblagich_qamrov,kanal_fik,deflyator,kurs_som_usd,yalpi_2018narx_mlrd,yalpi_joriy_mlrd,suv_m3_ga,yalpi_real_mln_som_ga,yalpi_mln_som_ga,wp_som_m3,wp_real_som_m3,wp_usd_m3,daromad_usd_ga,suv_sigimi_m3_mln_som,ln_yalpi_2018narx_mlrd,ln_suv_mln_m3,ln_mehnat_ming_kishi,ln_maydon_ming_ga,ln_kapital_2018_mlrd,ln_ogit_kg_ga,t
Жондор,4,orta,2016,411.7,32.98,20.05,184.1,275.0,0.386,0.301,0.225,0.088,0.381,0.36,53.7,0.594,59.0,2965,595.6,351.4,12483.323226197695,18.05942995755003,10.654942389326864,853.534126791353,1446.6844789895556,0.2878698572652118,3593.572475321034,691.2357286769644,6.389569300809854,6.020294928775859,2.998229153752578,3.4959013171314526,5.215479088239032,5.616771097666572,2
Жондор,4,orta,2017,413.0,33.09,20.97,198.7,280.0,0.358,0.299,0.242,0.101,0.36,0.36,58.9,0.604,74.0,5120,640.3,473.8,12481.112118464793,19.35025687518888,14.318525234209732,1147.2154963680387,1550.363196125908,0.22406552663438256,2796.5869598065883,645.0101514914884,6.461936816524757,6.023447592961033,3.0430928449138284,3.499231121933521,5.291796149557771,5.634789603169249,3
Жондор,4,orta,2018,500.3,33.49,19.45,186.6,267.0,0.358,0.28,0.265,0.098,0.331,0.36,67.0,0.615,100.0,8340,711.4,711.4,14938.787697820246,21.242161839355035,21.242161839355035,1421.9468319008595,1421.9468319008595,0.17049722205046278,2547.02180327998,703.2611751475963,6.567234859514355,6.215207918494159,2.9678470700644555,3.5112468868061133,5.228967288413243,5.58724865840025,4
Жондор,4,orta,2019,507.1,33.8,18.77,223.6,266.0,0.28,0.342,0.254,0.124,0.315,0.36,70.6,0.622,115.2,9500,652.4,751.6,15002.958579881657,19.301775147928993,22.236686390532547,1482.1534214158944,1286.5312561624926,0.15601614962272572,2340.703830582373,777.2838749233599,6.4806578707468585,6.228708222800973,2.9322598505984176,3.520460802488973,5.409858741280944,5.583496308781699,5
Жондор,4,orta,2020,434.5,32.55,21.76,238.3,302.0,0.31,0.273,0.29,0.126,0.4,0.36,72.2,0.63,132.8,10480,743.2,987.0,13348.694316436253,22.83256528417819,30.322580645161292,2271.576524741082,1710.4718066743383,0.21675348518521773,2893.3760157596657,584.6340150699677,6.6109651874996285,6.074195944705447,3.080073421987742,3.482777368654578,5.473530384104697,5.71042701737487,6
Жондор,4,orta,2021,419.6,31.98,16.95,237.3,292.0,0.305,0.286,0.269,0.14,0.414,0.36,78.3,0.641,152.4,10840,697.7,1063.2,13120.700437773608,21.81676047529706,33.24577861163227,2533.8417540514774,1662.7740705433746,0.23374923930364183,3066.953746460542,601.4046151641106,6.547789210945191,6.039301876522142,2.830267833826459,3.4651107074058083,5.4693251634417175,5.676753802268282,7
Жондор,4,orta,2022,394.3,32.15,17.89,243.0,317.0,0.261,0.251,0.344,0.143,0.329,0.36,79.7,0.652,175.1,11220,738.3,1292.7,12264.385692068428,22.964230171073094,40.208398133748055,3278.4681714430635,1872.4321582551356,0.292198589255175,3583.6361973037483,534.06474332927,6.60435024606512,5.977112040883582,2.884241897520628,3.4704124506836282,5.493061443340548,5.75890177387728,8
Жондор,4,orta,2023,437.8,31.05,17.25,259.9,339.0,0.243,0.255,0.363,0.139,0.307,0.36,85.9,0.664,196.3,12340,744.3,1461.2,14099.838969404187,23.971014492753625,47.05958132045089,3337.5970762905436,1700.0913659205116,0.2704697792780019,3813.5803339101203,588.2036813112992,6.612444179365865,6.081762185088762,2.847812143477369,3.435598808379488,5.560296941647445,5.82600010738045,9
Жондор,4,orta,2024,429.6,31.52,19.44,298.8,314.0,0.247,0.212,0.394,0.147,0.316,0.36,86.1,0.678,213.9,12780,771.1,1649.4,13629.441624365481,24.463832487309645,52.328680203045685,3839.3854748603353,1794.9255121042831,0.3004213986588682,4094.575915731274,557.1261833744002,6.647818066838915,6.062854543194655,2.967332799032293,3.4506222649896783,5.699774453258662,5.749392985908253,10
Когон,5,orta,2014,299.7,19.46,11.91,94.5,298.0,0.403,0.346,0.184,0.067,0.321,0.33,62.4,0.578,44.0,2320,382.4,168.2,15400.82219938335,19.650565262076054,8.643371017471736,561.2278945612279,1275.9426092759427,0.2419085752419086,3725.5909558067833,783.7343096234309,5.946467181177246,5.702781974322617,2.477378383367209,2.968361076757859,4.548599834499697,5.697093486505405,0
Когон,5,orta,2015,280.9,19.72,12.4,101.6,283.0,0.392,0.296,0.228,0.084,0.336,0.33,66.7,0.586,51.0,2570,351.1,179.0,14244.421906693711,17.804259634888435,9.077079107505073,637.2374510501958,1249.9110003559986,0.24795231558373376,3531.93739591637,800.0569638279692,5.861071083174386,5.637998734110198,2.517696472610991,2.9816333491744893,4.6210435351443815,5.645446897643238,1
Когон,5,orta,2016,232.8,19.26,13.32,104.1,273.0,0.363,0.335,0.206,0.097,0.358,0.33,71.1,0.594,59.0,2965,380.6,224.5,12087.227414330218,19.761163032191067,11.656282450674974,964.3470790378007,1634.8797250859106,0.325243534245464,3931.292563465421,611.6657908565423,5.9417489548620495,5.450179715857283,2.589266665112243,2.9580304063699794,4.645351975620923,5.60947179518496,2
Когон,5,orta,2017,261.4,19.45,12.01,105.5,308.0,0.334,0.341,0.235,0.09,0.312,0.33,73.7,0.604,74.0,5120,347.6,257.2,13439.588688946014,17.87146529562982,13.223650385604113,983.9326702371845,1329.7628156082633,0.1921743496557001,2582.7442159383036,752.0138089758342,5.851052393391237,5.566051801190121,2.485739636091892,2.9678470700644555,4.658710952916121,5.730099782973574,3
Когон,5,orta,2018,266.2,19.28,11.77,113.9,284.0,0.347,0.329,0.213,0.112,0.345,0.33,82.1,0.615,100.0,8340,406.9,406.9,13807.053941908714,21.104771784232366,21.104771784232366,1528.54996243426,1528.54996243426,0.18327937199451558,2530.54817556743,654.2147947898746,6.008567455007644,5.5842479059610115,2.4655539212721855,2.9590682891823996,4.735320870453137,5.648974238161206,4
Когон,5,orta,2019,232.5,18.91,10.68,116.4,288.0,0.346,0.29,0.236,0.127,0.32,0.33,85.1,0.622,115.2,9500,400.4,461.2,12295.081967213115,21.17398202009519,24.389212057112637,1983.6559139784947,1722.1505376344087,0.2088058856819468,2567.2854796960673,580.6693306693306,5.992464047441065,5.448890225027411,2.3683728335320486,2.9396908826703663,4.757032535297338,5.662960480135946,5
Когон,5,orta,2020,230.9,18.95,11.39,130.8,295.0,0.296,0.279,0.294,0.131,0.319,0.33,86.1,0.63,132.8,10480,419.3,556.8,12184.696569920845,22.12664907651715,29.382585751978894,2411.433521004764,1815.9376353399741,0.2300986184164851,2803.681846562871,550.6797042690198,6.038586654176717,5.44198471636045,2.432735777459091,2.9418039315284354,4.873669439023098,5.68697535633982,6
Когон,5,orta,2021,215.9,19.18,9.86,133.5,304.0,0.254,0.309,0.295,0.143,0.339,0.33,93.6,0.641,152.4,10840,413.1,629.5,11256.517205422315,21.538060479666317,32.82064650677789,2915.7017137563685,1913.3858267716535,0.26897617285575354,3027.734917599437,522.633744855967,6.0236896944027185,5.3748153375207615,2.288486168614544,2.953868069455292,4.894101477840304,5.717027701406222,7
Когон,5,orta,2022,228.1,19.3,11.96,156.3,312.0,0.3,0.276,0.284,0.14,0.323,0.33,93.7,0.652,175.1,11220,430.8,754.3,11818.652849740933,22.321243523316063,39.082901554404145,3306.882946076282,1888.6453309951776,0.294731100363305,3483.3245592160556,529.4800371402042,6.0656439452822335,5.429784129290343,2.481567748522486,2.9601050959108397,5.051777237427431,5.7430031878094825,8
Когон,5,orta,2023,233.4,18.86,12.33,137.4,302.0,0.234,0.226,0.378,0.162,0.338,0.33,99.0,0.664,196.3,12340,441.0,865.7,12375.397667020148,23.382820784729585,45.901378579003186,3709.083119108826,1889.4601542416453,0.3005739966862906,3719.7227373584424,529.2517006802722,6.089044875446846,5.452753719852455,2.512035317176253,2.937043277205311,4.922896379788249,5.71042701737487,9
Когон,5,orta,2024,266.9,18.89,10.47,144.9,329.0,0.221,0.251,0.365,0.162,0.302,0.33,99.0,0.678,213.9,12780,534.9,1144.2,14129.168872419268,28.316569613552147,60.57173107464266,4286.998875983515,2004.1213937804423,0.3354459214384597,4739.572071568284,498.97177042437835,6.282079813537204,5.586874056410478,2.3485140248824456,2.9386326815134183,4.976043849326636,5.796057750765372,10
Олот,6,oxirgi,2014,529.4,31.6,19.79,149.1,235.0,0.42,0.342,0.159,0.08,0.534,0.62,36.7,0.543,44.0,2320,449.4,197.8,16753.164556962027,14.221518987341772,6.259493670886076,373.6305251227805,848.8855307895731,0.16104764013912953,2698.0576167612394,1178.0151312861594,6.107913359751229,6.271744289793001,2.9851767596144745,3.4531571205928664,5.004617221770693,5.459585514144159,0
Олот,6,oxirgi,2015,473.4,30.24,20.3,153.5,215.0,0.439,0.342,0.158,0.062,0.611,0.62,45.8,0.551,51.0,2570,478.9,244.2,15654.761904761905,15.83664021164021,8.075396825396826,515.8428390367554,1011.6180819602873,0.20071705799095543,3142.1777530726945,988.5153476717478,6.171491807348564,6.159940697079883,3.0106208860477417,3.4091655513113324,5.033700567027251,5.3706380281276624,1
Олот,6,oxirgi,2016,463.2,29.9,19.78,149.8,237.0,0.417,0.329,0.162,0.093,0.6,0.62,43.5,0.558,59.0,2965,423.7,250.0,15491.638795986622,14.170568561872908,8.361204013377927,539.7236614853196,914.7236614853196,0.1820315890338346,2819.967626771645,1093.2263393910787,6.049025657632513,6.138158926258786,2.984671326194566,3.3978584803966405,5.00930107108312,5.4680601411351315,2
Олот,6,oxirgi,2017,451.2,30.62,19.15,158.2,239.0,0.389,0.32,0.185,0.106,0.609,0.62,48.0,0.568,74.0,5120,517.5,383.0,14735.467015022861,16.900718484650557,12.508164598301763,848.8475177304964,1146.9414893617022,0.16579053080673758,2443.000898105813,871.8840579710145,6.249009525139524,6.1119107001838495,2.952302715626655,3.4216533902295376,5.063860055333554,5.476463551931511,3
Олот,6,oxirgi,2018,423.2,29.6,17.58,151.7,238.0,0.35,0.321,0.229,0.099,0.638,0.62,47.6,0.578,100.0,8340,475.4,475.4,14297.297297297297,16.06081081081081,16.06081081081081,1123.3459357277882,1123.3459357277882,0.13469375728150937,1925.7566919437422,890.1977282288599,6.164156554926094,6.04784488054409,2.866761892257031,3.3877743613300146,5.021904886354487,5.472270673671475,4
Олот,6,oxirgi,2019,448.7,28.36,18.36,142.4,263.0,0.342,0.282,0.253,0.124,0.59,0.62,58.0,0.585,115.2,9500,492.1,567.0,15821.579689703809,17.351904090267983,19.992947813822283,1263.650546021841,1096.7238689547582,0.13301584694966748,2104.520822507609,911.8065433854907,6.198681947871933,6.106354512981937,2.9101743851923443,3.344979701663927,4.958639998977875,5.572154032177765,5
Олот,6,oxirgi,2020,371.6,28.87,18.39,174.3,256.0,0.332,0.283,0.246,0.14,0.591,0.62,61.9,0.592,132.8,10480,525.7,698.2,12871.492899203326,18.209213716660894,24.184274333217875,1878.902045209903,1414.693218514532,0.17928454629865487,2307.659764620026,706.8670344302834,6.264730707825403,5.917818006939683,2.91180703861623,3.3628029936748436,5.160777952525975,5.545177444479562,6
Олот,6,oxirgi,2021,332.1,27.94,17.14,181.7,276.0,0.308,0.326,0.241,0.126,0.629,0.62,63.1,0.603,152.4,10840,457.5,697.2,11886.184681460272,16.374373657838227,24.95347172512527,2099.36766034327,1377.5971093044263,0.1936686033527002,2301.9807864506706,725.9016393442623,6.125776884715576,5.805436128382701,2.8414149131696336,3.330059353828816,5.202356975402125,5.62040086571715,7
Олот,6,oxirgi,2022,413.9,28.18,15.9,183.0,270.0,0.291,0.26,0.295,0.154,0.533,0.62,64.1,0.613,175.1,11220,518.2,907.4,14687.721788502484,18.388928317956,32.20014194464159,2192.3169847789322,1251.9932350809377,0.19539367065765884,2869.8878738539743,798.7263604785796,6.250361268128009,6.025624398754687,2.766319109226186,3.3386125064705343,5.209486152841421,5.598421958998375,8
Олот,6,oxirgi,2023,428.0,28.0,14.25,182.4,261.0,0.222,0.222,0.396,0.16,0.495,0.62,73.9,0.624,196.3,12340,529.6,1039.6,15285.714285714286,18.91428571428571,37.128571428571426,2428.971962616822,1237.3831775700935,0.1968372741180569,3008.798332947441,808.1570996978852,6.272122004622799,6.059123195581797,2.6567569067146595,3.332204510175204,5.206202077640231,5.564520407322694,9
Олот,6,oxirgi,2024,412.1,26.77,16.49,194.4,265.0,0.204,0.245,0.399,0.152,0.562,0.62,72.6,0.637,213.9,12780,558.1,1193.8,15394.09787075084,20.847964138961522,44.59469555472544,2896.869691822373,1354.2829410337297,0.22667211986090557,3489.412797709346,738.3981365346712,6.324538157794388,6.021266038344772,2.8027541365715076,3.2872818575322613,5.2699178920263385,5.579729825986222,10
Пешку,7,orta,2014,301.0,24.29,14.24,118.2,270.0,0.416,0.348,0.165,0.071,0.325,0.31,40.0,0.578,44.0,2320,377.0,165.9,12391.930835734871,15.52079044874434,6.829971181556196,551.1627906976744,1252.4916943521594,0.23757016840417,2943.95309549836,798.4084880636605,5.932245187448011,5.707110264748875,2.65605490598383,3.190064743014081,4.772378104971998,5.598421958998375,0
Пешку,7,orta,2015,311.3,24.92,16.59,130.9,292.0,0.39,0.319,0.212,0.079,0.317,0.31,44.3,0.586,51.0,2570,443.8,226.3,12491.974317817014,17.808988764044944,9.081059390048154,726.9514937359461,1425.6344362351429,0.2828605033992008,3533.4861439876086,701.4420910319964,6.095374010498493,5.7407570774475625,2.808800104202353,3.2156706939192525,4.874433672915854,5.676753802268282,1
Пешку,7,orta,2016,336.9,23.95,13.22,139.5,287.0,0.39,0.302,0.219,0.088,0.322,0.31,53.9,0.594,59.0,2965,363.7,214.6,14066.805845511482,15.18580375782881,8.960334029227557,636.984268328881,1079.5488275452656,0.21483449184785192,3022.0350857428525,926.3128952433324,5.896329351992943,5.819786150412507,2.5817308344235403,3.175968323856924,4.93806460126142,5.659482215759621,2
Пешку,7,orta,2017,313.4,24.39,14.39,161.9,294.0,0.364,0.314,0.209,0.113,0.288,0.31,52.8,0.604,74.0,5120,459.2,339.8,12849.528495284952,18.82738827388274,13.931939319393193,1084.2373962986599,1465.2201659221441,0.21176511646458201,2721.0818983189833,682.4912891986063,6.129485845005356,5.74748032992192,2.6665335208992764,3.194173212227829,5.0869788606835895,5.683579767338681,3
Пешку,7,orta,2018,338.8,23.96,13.47,163.7,286.0,0.357,0.311,0.209,0.123,0.31,0.31,59.8,0.615,100.0,8340,477.1,477.1,14140.233722871453,19.91235392320534,19.91235392320534,1408.2054309327036,1408.2054309327036,0.168849572054281,2387.5724128543575,710.1236638021379,6.167726112522061,5.8254099627779,2.6004649904222727,3.1763857732472487,5.098035484377089,5.655991810819852,4
Пешку,7,orta,2019,314.7,24.02,14.62,169.8,302.0,0.271,0.288,0.323,0.118,0.27,0.31,59.0,0.622,115.2,9500,482.0,555.3,13101.58201498751,20.06661115736886,23.118234804329727,1764.5376549094376,1531.6174134095963,0.1857408057799408,2433.4984004557605,652.9045643153527,6.1779441140506,5.751619804070361,2.6823904543216326,3.1788868166518376,5.134621273877247,5.71042701737487,5
Пешку,7,orta,2020,302.1,24.17,12.95,187.6,312.0,0.295,0.233,0.349,0.123,0.283,0.31,59.0,0.63,132.8,10480,519.4,689.8,12498.965659908978,21.489449731071577,28.53951179147704,2283.349884144323,1719.298245614035,0.21787689734201554,2723.2358579653664,581.6326530612245,6.252674299228648,5.710758088392627,2.5610957881455465,3.1851121947153915,5.234312036572124,5.7430031878094825,6
Пешку,7,orta,2021,264.7,23.51,13.79,212.4,319.0,0.274,0.261,0.335,0.129,0.275,0.31,61.3,0.641,152.4,10840,501.1,763.7,11259.03870693322,21.3143343258188,32.484049340706086,2885.1530034000757,1893.086513033623,0.2661580261439184,2996.6835185153213,528.2378766713231,6.216805681965679,5.578597109233056,2.6239436918052106,3.157425862551978,5.358471289367784,5.765191102784844,7
Пешку,7,orta,2022,321.1,23.3,14.04,230.9,313.0,0.29,0.231,0.344,0.135,0.25,0.31,69.1,0.652,175.1,11220,588.2,1030.0,13781.115879828327,25.24463519313305,44.20600858369099,3207.72345063843,1831.8280909374027,0.28589335567187435,3939.9294637870757,545.9027541652499,6.377067026119895,5.771752601095469,2.641910398597665,3.1484533605716547,5.44198471636045,5.746203190540153,8
Пешку,7,orta,2023,358.7,24.22,12.97,243.3,358.0,0.259,0.272,0.31,0.16,0.254,0.31,69.0,0.664,196.3,12340,605.5,1188.7,14810.074318744839,25.0,49.07927332782825,3313.911346529133,1688.0401449679398,0.26855035223088597,3977.2506748645255,592.4029727497935,6.406054562993147,5.882486384538237,2.5626389983283526,3.1871787381249463,5.494295249789477,5.8805329864007,9
Пешку,7,orta,2024,290.6,23.82,15.5,238.4,322.0,0.213,0.266,0.361,0.16,0.263,0.31,73.8,0.678,213.9,12780,602.6,1288.9,12199.83207388749,25.298068849706127,54.109991603694375,4435.306262904336,2073.6407432897454,0.34705056830237374,4233.958654436179,482.24361101891805,6.401253626696201,5.671947751136183,2.740840023925201,3.170525563927154,5.473949935191195,5.7745515455444085,10
Ромитан,8,orta,2014,386.8,26.78,18.68,130.6,270.0,0.403,0.309,0.212,0.076,0.292,0.3,42.8,0.578,44.0,2320,467.5,205.7,14443.614637789395,17.457057505601195,7.681105302464526,531.7993795243019,1208.6349534643227,0.2292238704846129,3310.8212510622952,827.379679144385,6.147399348728742,5.957907763579139,2.9274534328006965,3.2876553402630266,4.8721392168423305,5.598421958998375,0
Ромитан,8,orta,2015,392.6,26.65,13.58,117.1,257.0,0.43,0.298,0.191,0.08,0.288,0.3,43.7,0.586,51.0,2570,490.4,250.1,14731.707317073171,18.401500938086304,9.384615384615383,637.0351502801834,1249.1085073866532,0.24787359933081066,3651.601316970967,800.5709624796085,6.195221384622002,5.972791281842361,2.60859812213055,3.2827891506118534,4.763028270603671,5.54907608489522,1
Ромитан,8,orta,2016,362.0,26.57,16.73,130.4,287.0,0.361,0.305,0.24,0.094,0.279,0.3,47.5,0.594,59.0,2965,473.8,279.6,13624.388407978924,17.83214151298457,10.523146405720738,772.3756906077348,1308.8397790055249,0.2604977034090168,3549.12189063094,764.0354579991557,6.160785291724685,5.8916442118257715,2.8172035149987327,3.279782759771722,4.870606649492553,5.659482215759621,2
Ромитан,8,orta,2017,332.3,26.32,16.42,129.6,291.0,0.351,0.317,0.216,0.116,0.287,0.3,48.7,0.604,74.0,5120,528.2,390.9,12625.379939209726,20.06838905775076,14.851823708206688,1176.3466746915437,1589.527535359615,0.22975520990069215,2900.7468180091187,629.117758424839,6.269474999863032,5.806038175360548,2.7985001040242823,3.2703291064571163,4.864452783918174,5.673323267171493,3
Ромитан,8,orta,2018,312.6,26.87,16.92,142.3,296.0,0.342,0.302,0.258,0.098,0.274,0.3,50.9,0.615,100.0,8340,515.2,515.2,11633.792333457388,19.173799776702648,19.173799776702648,1648.1126039667308,1648.1126039667308,0.19761542013989578,2299.01675979648,606.7546583850931,6.244555174790144,5.744924417987376,2.8284963541780774,3.2910104226273997,4.957937505095806,5.69035945432406,4
Ромитан,8,orta,2019,349.1,26.08,16.8,160.8,301.0,0.353,0.302,0.239,0.106,0.242,0.3,59.6,0.622,115.2,9500,541.2,623.4,13385.736196319018,20.751533742331294,23.903374233128833,1785.7347464909767,1550.2721283299916,0.18797207857799755,2516.1446561188245,645.0480413895048,6.293788896296633,5.855358414110991,2.8213788864092133,3.261168737058452,5.080161356744866,5.707110264748875,5
Ромитан,8,orta,2020,331.2,26.56,15.28,167.3,292.0,0.306,0.266,0.291,0.136,0.287,0.3,63.1,0.63,132.8,10480,560.9,744.9,12469.87951807229,21.118222891566266,28.04593373493976,2249.0942028985505,1693.538647342995,0.21460822546741895,2676.138715166008,590.4795863790337,6.329542636514291,5.8027224225111045,2.7265447837383743,3.279406324608233,5.119788607992779,5.676753802268282,6
Ромитан,8,orta,2021,313.3,25.98,15.08,182.5,326.0,0.308,0.287,0.273,0.132,0.302,0.3,62.6,0.641,152.4,10840,559.4,852.6,12059.276366435719,21.53194765204003,32.8175519630485,2721.353335461219,1785.5090967124163,0.25104735566985414,3027.4494430856553,560.0643546657133,6.32686478076786,5.747161197958146,2.71336936257981,3.2573270112424533,5.206750173022546,5.786897381366708,7
Ромитан,8,orta,2022,330.4,25.81,15.42,183.4,338.0,0.289,0.283,0.29,0.138,0.28,0.3,62.7,0.652,175.1,11220,585.5,1025.2,12801.23982952344,22.685005811700893,39.72103835722588,3102.905569007264,1772.094430992736,0.2765512984854959,3540.1994970789556,564.3040136635354,6.372466183037772,5.800304041646823,2.7356653681351832,3.2507620137305224,5.211669559822364,5.823045895483019,8
Ромитан,8,orta,2023,343.1,26.23,14.12,176.9,352.0,0.245,0.241,0.361,0.154,0.267,0.3,68.0,0.664,196.3,12340,654.9,1285.6,13080.442241707968,24.967594357605797,49.01258101410598,3747.0125327892742,1908.7729524919848,0.3036476930947548,3971.8461113538074,523.8967781340663,6.484482552224008,5.838021949864404,2.647592232065096,3.2669037938787824,5.17558460116574,5.863631175598097,9
Ромитан,8,orta,2024,293.6,25.42,16.68,184.2,348.0,0.258,0.206,0.366,0.17,0.232,0.3,71.9,0.678,213.9,12780,646.1,1382.0,11549.960660896932,25.41699449252557,54.366640440597955,4707.08446866485,2200.6130790190737,0.3683164685966236,4254.040723051483,454.4188206160037,6.47095429056412,5.682218296740361,2.8142103969306005,3.2355362657613083,5.216022123821206,5.8522024797744745,10
Шофиркон,9,bosh,2014,398.5,28.97,18.02,142.0,265.0,0.404,0.326,0.192,0.078,0.226,0.26,44.0,0.578,44.0,2320,538.2,236.8,13755.609250949257,18.57783914394201,8.173973075595443,594.228356336261,1350.5646173149312,0.2561329122139056,3523.2642567221737,740.431066518023,6.2882302382928055,5.98770749823027,2.8914822521801917,3.366260811781259,4.955827057601261,5.579729825986222,0
Шофиркон,9,bosh,2015,401.2,28.97,17.95,147.2,287.0,0.4,0.312,0.192,0.095,0.246,0.26,56.2,0.586,51.0,2570,543.4,277.1,13848.809112875388,18.75733517431826,9.56506731101139,690.6779661016949,1354.4366899302095,0.2687462903119435,3721.8160743234985,738.3143172616857,6.297845696992248,5.994460056087781,2.8875901149342877,3.366260811781259,4.991792206294776,5.659482215759621,1
Шофиркон,9,bosh,2016,375.8,28.94,16.96,157.6,308.0,0.388,0.359,0.17,0.084,0.274,0.26,58.9,0.594,59.0,2965,565.8,333.8,12985.487214927436,19.550794747753972,11.534208707671045,888.2384246939862,1505.5880787653007,0.29957451085800546,3890.12098066477,664.192294096854,6.338240658867467,5.929057086979365,2.830857630363757,3.365224721203338,5.060060177423779,5.730099782973574,2
Шофиркон,9,bosh,2017,379.8,29.66,19.96,168.3,320.0,0.347,0.28,0.288,0.084,0.241,0.26,68.4,0.604,74.0,5120,627.8,464.6,12805.124747134187,21.166554281861092,15.664194200944033,1223.2754081095313,1652.9752501316482,0.23892097814639285,3059.4129298718813,604.969735584581,6.442221644407853,5.939644798378185,2.993730270883318,3.389799336709786,5.12574810119676,5.768320995793772,3
Шофиркон,9,bosh,2018,355.0,28.84,18.02,154.3,302.0,0.342,0.293,0.26,0.105,0.252,0.26,74.2,0.615,100.0,8340,619.4,619.4,12309.292649098474,21.477115117891817,21.477115117891817,1744.7887323943662,1744.7887323943662,0.2092072820616746,2575.193659219642,573.1352922182757,6.428751267539102,5.872117789475416,2.8914822521801917,3.3617633124167483,5.038898759369115,5.71042701737487,4
Шофиркон,9,bosh,2019,374.2,29.37,19.42,164.3,311.0,0.313,0.306,0.26,0.121,0.233,0.26,84.6,0.622,115.2,9500,651.3,750.3,12740.892066734763,22.175689479060267,25.5464759959142,2005.0774986638162,1740.513094601817,0.2110607893330333,2689.1027364120205,574.5432212498081,6.478970365552356,5.92479041383999,2.966303462863179,3.379973745210529,5.101694025043223,5.739792912179234,5
Шофиркон,9,bosh,2020,370.5,29.03,19.35,160.7,306.0,0.284,0.301,0.294,0.121,0.225,0.26,91.6,0.63,132.8,10480,670.2,890.0,12762.659317946951,23.086462280399587,30.657940062004823,2402.1592442645074,1808.906882591093,0.22921366834584994,2925.3759601149636,552.8200537153089,6.50757617530321,5.914853444736141,2.962692419475791,3.3683297780365384,5.0795392727434665,5.723585101952381,6
Шофиркон,9,bosh,2021,334.8,28.05,18.15,176.1,342.0,0.274,0.252,0.34,0.134,0.278,0.26,99.0,0.641,152.4,10840,667.0,1016.6,11935.828877005348,23.778966131907307,36.24242424242424,3036.4396654719235,1992.2341696535245,0.28011436028338776,3343.39707033434,501.9490254872564,6.502790045915623,5.81353333861532,2.8986705607108596,3.3339886319687055,5.17105201550216,5.834810737062605,7
Шофиркон,9,bosh,2022,383.2,29.37,17.93,193.6,314.0,0.266,0.235,0.352,0.147,0.207,0.26,99.0,0.652,175.1,11220,751.7,1316.3,13047.327204630576,25.594143684031327,44.81784133469527,3435.0208768267225,1961.6388308977037,0.3061515933000644,3994.4600120049254,509.7778369030198,6.622337308183424,5.948557046096705,2.8864752876170416,3.379973745210529,5.265794174842477,5.749392985908253,8
Шофиркон,9,bosh,2023,338.2,28.86,17.49,207.3,303.0,0.271,0.238,0.332,0.158,0.189,0.26,99.0,0.664,196.3,12340,747.9,1468.1,11718.641718641718,25.914760914760915,50.86971586971587,4340.922531046718,2211.413364872856,0.3517765422242073,4122.343263348125,452.19949191068326,6.617269279197622,5.82363743646448,2.8616292890305104,3.3624565533457247,5.334167019441734,5.713732805509369,9
